event_id,record_id,source_type,scenario_event_id,event_name,same_event_cluster,information_type,military_signal_type,relevance_label,source_reliability_label,claim_strength,certainty_level,is_duplicate,is_rumor,is_disinformation,is_civilian_related,is_military_related,media_claimed,media_verified,possible_misidentification,misleading_type,ground_truth_status,claimed_location,ground_truth_location,analyst_question,country,region,municipality,locality,place_name,location_precision,location_confidence
REC-054017,REC-054017,שמועה מקומית,EVT-015,KFOR מציב חיץ באזור רגיש,EVT-015-CL-04,פעילות משטרתית,פעילות משטרתית,0,false,בינונית,נמוכה,false,true,false,true,true,false,false,false,הכחשה שקרית,נכון חלקית,"לפוסאביץ׳, צומת מקומי 20","לפוסאביץ׳, צומת מקומי 20",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,צומת מקומי 20,junction,גבוהה
REC-054287,REC-054287,פייסבוק,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-12,ציוד/רכבים,ציוד/רכבים,3,unverified,בינונית,נמוכה,false,false,false,true,true,false,false,false,,נכון,"לפוסאביץ׳, מרכז העיירה","לפוסאביץ׳, מרכז העיירה",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,מרכז העיירה,town,גבוהה
REC-073334,REC-073334,פייסבוק,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-02,תצפית על תנועת כוחות,תצפית על תנועת כוחות,3,unverified,חלשה,נמוכה,false,false,false,false,true,false,false,false,,נכון חלקית,"זבצ׳אן, צומת מקומי 73","זבצ׳אן, צומת מקומי 73",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת מקומי 73,junction,בינונית
REC-079609,REC-079609,טלגרם,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-09,תצפית על תנועת כוחות,תצפית על תנועת כוחות,1,unverified,בינונית,נמוכה,false,false,true,false,true,false,false,false,פרשנות מוטה,נכון חלקית,"זובין פוטוק, אזור כפרי מערבי","זובין פוטוק, אזור כפרי מערבי",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,אזור כפרי מערבי,rural_area,בינונית
REC-087749,REC-087749,טיקטוק,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-03,רשתות חברתיות,,2,unverified,חזקה,נמוכה,false,true,false,true,false,false,false,false,,לא ידוע,"לפוסאביץ׳, כיכר מרכזית 31","לפוסאביץ׳, כיכר מרכזית 31",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כיכר מרכזית 31,public_square,גבוהה
REC-097839,REC-097839,חדשות מקומיות,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-07,תחבורה/לוגיסטיקה אזרחית,,1,likely,בינונית,בינונית,false,false,false,true,false,false,false,false,,לא ידוע,"לפוסאביץ׳, בית ספר 39","לפוסאביץ׳, בית ספר 39",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,בית ספר 39,facility,גבוהה
REC-000602,REC-000602,בלוג פוליטי,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-10,כלכלי/חברתי,,1,confirmed,חלשה,גבוהה,false,false,false,true,false,false,false,false,,נכון,"זובין פוטוק, בית ספר 128","זובין פוטוק, בית ספר 128",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 128,בית ספר 128,facility,גבוהה
REC-018825,REC-018825,הודעת דובר,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-01,רשתות חברתיות,,1,disputed,חזקה,נמוכה,false,false,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, אזור תעשייה קטן 86","צפון מיטרוביצה, אזור תעשייה קטן 86",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 86,אזור תעשייה קטן 86,neighborhood,גבוהה
REC-027193,REC-027193,X,EVT-015,KFOR מציב חיץ באזור רגיש,EVT-015-CL-04,פינוי/חילוץ,פינוי/חילוץ,5,unverified,חלשה,נמוכה,false,true,false,false,true,false,false,false,,נכון חלקית,"זובין פוטוק, אזור תעשייה קטן 36","זובין פוטוק, אזור תעשייה קטן 36",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 36,אזור תעשייה קטן 36,neighborhood,בינונית
REC-062112,REC-062112,חדשות מקומיות,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-12,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,3,false,בינונית,נמוכה,false,true,false,false,true,false,false,false,שמועת פאניקה,שגוי,"לפוסאביץ׳, מרכז העיירה","לפוסאביץ׳, מרכז העיירה",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,מרכז העיירה,town,גבוהה
REC-078032,REC-078032,X,EVT-013,סרביה מעלה כוננות בצד הגבול,EVT-013-CL-08,תצפית על תנועת כוחות,תצפית על תנועת כוחות,2,confirmed,חלשה,גבוהה,false,true,false,false,true,true,false,false,,נכון,"זבצ׳אן, אזור תעשייה קטן 35","זבצ׳אן, אזור תעשייה קטן 35",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 35,אזור תעשייה קטן 35,neighborhood,גבוהה
REC-063532,REC-063532,חדשות מקומיות,EVT-011,דיווחים סותרים על ירי באזור כפרי,EVT-011-CL-04,דיווח רחפן/מסוק,דיווח רחפן/מסוק,3,likely,חזקה,בינונית,false,true,false,true,true,true,false,false,,נכון חלקית,"צפון מיטרוביצה, צומת מקומי 97","צפון מיטרוביצה, צומת מקומי 97",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,צומת מקומי 97,junction,בינונית
REC-079489,REC-079489,טלגרם,EVT-015,KFOR מציב חיץ באזור רגיש,EVT-015-CL-09,פעילות משטרתית,פעילות משטרתית,2,disputed,בינונית,נמוכה,false,true,false,false,true,true,false,false,,נכון,"זובין פוטוק, מרכז בריאות 76","זובין פוטוק, מרכז בריאות 76",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 76,מרכז בריאות 76,facility,בינונית
REC-001481,REC-001481,קבוצת וואטסאפ,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-01,ציוד/רכבים,ציוד/רכבים,3,likely,בינונית,בינונית,false,true,false,true,true,true,false,false,,נכון חלקית,"זבצ׳אן, תחנת דלק 121","זבצ׳אן, תחנת דלק 121",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,תחנת דלק 121,facility,גבוהה
REC-018953,REC-018953,הודעת דובר,EVT-011,דיווחים סותרים על ירי באזור כפרי,EVT-011-CL-03,דיווח פיצוץ,דיווח פיצוץ,4,false,חזקה,נמוכה,false,true,false,false,true,true,false,true,מיקום שגוי,שגוי,"צפון מיטרוביצה, ציר גישה 48","זובין פוטוק, תחנת דלק 119",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,תחנת דלק 119,facility,נמוכה
REC-067855,REC-067855,טלגרם,EVT-017,בתי ספר ועסקים נסגרים זמנית,EVT-017-CL-01,תחבורה/לוגיסטיקה אזרחית,,4,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,לא ידוע,"לפוסאביץ׳, כפר סמוך 103","לפוסאביץ׳, כפר סמוך 103",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כפר סמוך 103,village,בינונית
REC-033153,REC-033153,X,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-09,רפואי/חירום,,2,likely,חלשה,בינונית,false,false,false,true,false,true,false,false,,שגוי,"זבצ׳אן, תחנת דלק 2","זבצ׳אן, תחנת דלק 2",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,תחנת דלק 2,facility,בינונית
REC-063321,REC-063321,שמועה מקומית,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-01,רשתות חברתיות,,4,confirmed,חלשה,גבוהה,false,true,false,true,false,false,false,false,,נכון,"זובין פוטוק, בית ספר 64","זובין פוטוק, בית ספר 64",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,בית ספר 64,facility,נמוכה
REC-003602,REC-003602,בלוג פוליטי,EVT-015,KFOR מציב חיץ באזור רגיש,EVT-015-CL-08,חדשות/תקשורת,,3,disputed,חלשה,נמוכה,false,false,false,false,false,false,false,true,זיהוי שגוי של כוח,לא ידוע,"זובין פוטוק, בית ספר 128","זובין פוטוק, בית ספר 128",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 128,בית ספר 128,facility,בינונית
REC-005340,REC-005340,טלגרם,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-03,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,3,likely,חלשה,בינונית,false,true,false,true,true,false,false,false,,לא ידוע,"זבצ׳אן, אזור תעשייה קטן 122","זבצ׳אן, אזור תעשייה קטן 122",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,אזור תעשייה קטן 122,neighborhood,גבוהה
REC-021426,REC-021426,חדשות מקומיות,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-06,מחסום/חסימה,מחסום/חסימה,5,likely,בינונית,בינונית,false,false,false,false,true,true,false,false,,לא ידוע,"זבצ׳אן, תחנת דלק מרכזית","זבצ׳אן, תחנת דלק מרכזית",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,תחנת דלק מרכזית,facility,בינונית
REC-083953,REC-083953,טיקטוק,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-06,פינוי/חילוץ,פינוי/חילוץ,3,unverified,בינונית,נמוכה,false,false,false,true,true,false,false,false,,נכון,"צפון מיטרוביצה, נקודת בידוק כללית 96","צפון מיטרוביצה, נקודת בידוק כללית 96",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 96,checkpoint_area,בינונית
REC-050772,REC-050772,טיקטוק,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-09,ציוד/רכבים,ציוד/רכבים,5,likely,בינונית,בינונית,false,true,false,false,true,false,false,false,,נכון חלקית,"זבצ׳אן, אזור מיוער 50","זבצ׳אן, אזור מיוער 50",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 50,אזור מיוער 50,rural_area,גבוהה
REC-001166,REC-001166,טלגרם,EVT-024,אירוע ירי נוסף לא מאומת,EVT-024-CL-11,נוכחות KFOR,נוכחות KFOR,1,false,חלשה,נמוכה,false,false,true,false,true,false,false,false,זמן שגוי,לא ידוע,"זובין פוטוק, אזור מיוער 29","זובין פוטוק, אזור מיוער 29",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,אזור מיוער 29,rural_area,בינונית
REC-021790,REC-021790,טלגרם,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-05,רפואי/חירום,,4,false,בינונית,נמוכה,false,false,false,true,false,false,false,false,תוכן מפוברק,שגוי,"לפוסאביץ׳, כפר סמוך 103","לפוסאביץ׳, כפר סמוך 103",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כפר סמוך 103,village,בינונית
REC-062593,REC-062593,ערוץ חדשות בינלאומי,EVT-011,דיווחים סותרים על ירי באזור כפרי,EVT-011-CL-11,רשתות חברתיות,,1,propaganda/disinformation,חלשה,נמוכה,false,false,false,true,false,false,false,true,זיהוי שגוי של כוח,לא ידוע,"לפוסאביץ׳, כיכר מרכזית 16","לפוסאביץ׳, כיכר מרכזית 16",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כיכר מרכזית 16,public_square,בינונית
REC-043340,REC-043340,פייסבוק,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-01,חדשות/תקשורת,,5,disputed,חזקה,נמוכה,false,false,false,false,false,true,false,false,,לא ידוע,"צפון מיטרוביצה, בית ספר 12","צפון מיטרוביצה, בית ספר 12",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 12,בית ספר 12,facility,בינונית
