event_id,timestamp_utc,source_type,source_reliability,entity_or_actor,location_id,event_summary
MOVE-0476,2026-05-17T00:17:00Z,חיישן תנועה,בינונית,קואופרטיב דלק העמק,L-203,עדכון תפעולי רגיל של קואופרטיב דלק העמק; המסמכים תואמים.
ACOU-0088,2026-05-17T00:18:00Z,חיישן אקוסטי,בינונית,יחידת תיאום מכס חיפה,L-202,"אזכור כללי של משאבות חקלאיות, ללא מספר מכולה וללא קשר למחסן 11"
ACOU-0433,2026-05-17T00:20:00Z,חיישן אקוסטי,בינונית,נועה ברק,L-202,עדכון תפעולי רגיל של נועה ברק; המסמכים תואמים.
FIN-0088,2026-05-17T00:20:00Z,התראה פיננסית,בינונית,נועה ברק,L-209,"העברה קטנה לספק אריזה מקומי ליד צמח, ללא חשבונית מלאה"
CUST-0089,2026-05-17T00:25:00Z,רשומת מכס,נמוכה,חברת אורנים,L-209,דיווח על עומס תנועה מקומי בשעות הערב
FIN-0420,2026-05-17T00:26:00Z,התראה פיננסית,גבוהה,חברת אורנים,L-203,פעילות אזרחית רגילה באזור מעבר נהר הירדן; אין חריגה תפעולית.
SOC-0370,2026-05-17T00:26:00Z,רשתות חברתיות,גבוהה,נועה ברק,L-208,דיווח רקע על פעילות יומית באזור משרד סיוע מרחב בחיפה; ללא חריגה.
MOVE-0118,2026-05-17T00:30:00Z,חיישן תנועה,בינונית,חוליית שעון חול,L-203,דיווח על עומס תנועה מקומי בשעות הערב
PORT-0084,2026-05-17T00:30:00Z,רשומת נמל,נמוכה,עמק שירותי קירור,L-204,"אזכור כללי של משאבות חקלאיות, ללא מספר מכולה וללא קשר למחסן 11"
PORT-0261,2026-05-17T00:31:00Z,רשומת נמל,גבוהה,קואופרטיב דלק העמק,L-201,שרשרת תמימה BN-034: מכולה MD-5033 של מסנני מים הגיעה לנקודת קליטה עם מסמכי משלוח תקינים; אין קשר ידוע ל-OF-4482.
FIN-0294,2026-05-17T00:32:00Z,התראה פיננסית,גבוהה,אורי לוי,L-204,תנועה מסחרית רגילה באזור צומת גולני; אין קשר ידוע ל-OF-4482.
MOVE-0119,2026-05-17T00:35:00Z,חיישן תנועה,בינונית,חוליית שעון חול,L-201,פוסט מקומי על פעילות אזרחית באזור
MAINT-0253,2026-05-17T00:42:00Z,יומן תחזוקה,גבוהה,משרד סיוע מרחב,L-205,שרשרת תמימה BN-032: נרשם סיום פריקה של AG-5031 ובדיקת ציוד תקינה; אין קשר ידוע לאירוע הגבול.
TEL-0100,2026-05-17T00:42:00Z,מטא-דאטה טלפוני,בינונית,גליל הובלות,L-201,תנועה מסחרית רגילה ללא חריגה משמעותית
FIN-0089,2026-05-17T00:43:00Z,התראה פיננסית,נמוכה,חברת אורנים,L-208,תנועה מסחרית רגילה ללא חריגה משמעותית
MOVE-0273,2026-05-17T00:44:00Z,חיישן תנועה,גבוהה,מפעלי עמק הירדן,L-204,שרשרת תמימה BN-033: משאית מורשית יצאה עם CL-5032 לכיוון מעבר נהר הירדן; תנועה מסחרית רגילה.
SOC-0430,2026-05-17T00:46:00Z,רשתות חברתיות,בינונית,משרד סיוע מרחב,L-208,דיווח רקע על פעילות יומית באזור משרד סיוע מרחב בחיפה; ללא חריגה.
SOC-0366,2026-05-17T00:55:00Z,רשתות חברתיות,גבוהה,כרמל ציוד חקלאי,L-209,תנועה מסחרית רגילה באזור מסוף דלק צמח; אין קשר ידוע ל-OF-4482.
MAINT-0095,2026-05-17T00:58:00Z,יומן תחזוקה,גבוהה,משרד סיוע מרחב,L-208,קריאת חיישן חלשה שסווגה כרעש סביבתי
MAINT-0096,2026-05-17T00:59:00Z,יומן תחזוקה,גבוהה,נועה ברק,L-206,תנועה מסחרית רגילה ללא חריגה משמעותית
CUST-0090,2026-05-17T01:04:00Z,רשומת מכס,גבוהה,צפון משלוחים,L-208,מעבר רכב בודד ללא דפוס המשך ברור
MAINT-0097,2026-05-17T01:06:00Z,יומן תחזוקה,נמוכה,עמק שירותי קירור,L-206,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
MAINT-0313,2026-05-17T01:06:00Z,יומן תחזוקה,נמוכה,כרמל ציוד חקלאי,L-203,רישום מנהלי שגרתי עבור כרמל ציוד חקלאי; ללא דפוס המשך ברור.
CAM-0110,2026-05-17T01:09:00Z,מצלמת דרך,בינונית,גליל הובלות,L-202,פוסט מקומי על פעילות אזרחית באזור
FIN-0090,2026-05-17T01:09:00Z,התראה פיננסית,נמוכה,א. לוי,L-209,אירוע אזרחי או עומס מקומי באזור מסוף דלק צמח; אין קשר ידוע למכולה OF-4482
ACOU-0410,2026-05-17T01:13:00Z,חיישן אקוסטי,גבוהה,משרד סיוע מרחב,L-209,בדיקת שירות שגרתית עבור משרד סיוע מרחב; לא נמצא מזהה משותף עם תרחישים אחרים.
CUST-0249,2026-05-17T01:13:00Z,רשומת מכס,גבוהה,יחידת תיאום מכס חיפה,L-201,שרשרת תמימה BN-034: MD-5033 שוחררה לאחר בדיקת מסמכים רגילה; אין מספרי מכולה משותפים עם OF-4482.
SOC-0415,2026-05-17T01:13:00Z,רשתות חברתיות,נמוכה,משרד סיוע מרחב,L-207,תנועה מסחרית רגילה באזור אזור התעשייה בית שאן; אין קשר ידוע ל-OF-4482.
CAM-0111,2026-05-17T01:20:00Z,מצלמת דרך,נמוכה,נועה ברק,L-203,מעבר רכב בודד ללא דפוס המשך ברור
CUST-0505,2026-05-17T01:21:00Z,רשומת מכס,בינונית,נועה ברק,L-206,עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע לאירוע הגבול.
CUST-0091,2026-05-17T01:27:00Z,רשומת מכס,בינונית,גליל הובלות,L-202,דיווח על עומס תנועה מקומי בשעות הערב
CAM-0271,2026-05-17T01:29:00Z,מצלמת דרך,גבוהה,מפעלי עמק הירדן,L-203,שרשרת תמימה BN-033: מצלמת דרך תיעדה את המשאית של CL-5032 במסלול המתוכנן; ללא חריגה.
MAINT-0098,2026-05-17T01:34:00Z,יומן תחזוקה,גבוהה,אורי לוי,L-203,מעבר רכב בודד ללא דפוס המשך ברור
PORT-0340,2026-05-17T01:34:00Z,רשומת נמל,נמוכה,אורי לוי,L-207,תנועה מסחרית רגילה באזור אזור התעשייה בית שאן; אין קשר ידוע ל-OF-4482.
MAINT-0455,2026-05-17T01:35:00Z,יומן תחזוקה,בינונית,כרמל ציוד חקלאי,L-203,דיווח רקע על פעילות יומית באזור מעבר נהר הירדן; ללא חריגה.
MAINT-0099,2026-05-17T01:38:00Z,יומן תחזוקה,גבוהה,סהר כחול,L-209,עדכון תחזוקה שגרתי לציוד באתר
FIN-0091,2026-05-17T01:40:00Z,התראה פיננסית,נמוכה,אורי לוי,L-203,רישום תשלום לספק שירותים מקומי
FIN-0258,2026-05-17T01:41:00Z,התראה פיננסית,גבוהה,גליל הובלות,L-201,שרשרת תמימה BN-034: תשלום רגיל עבור הובלת MD-5033 עם חשבונית מלאה וללא חריגה.
MOVE-0345,2026-05-17T01:42:00Z,חיישן תנועה,בינונית,א. לוי,L-204,רישום מנהלי שגרתי עבור א. לוי; ללא דפוס המשך ברור.
MAINT-0100,2026-05-17T01:44:00Z,יומן תחזוקה,גבוהה,גליל הובלות,L-201,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
PORT-0472,2026-05-17T01:45:00Z,רשומת נמל,נמוכה,קואופרטיב דלק העמק,L-206,עדכון תפעולי רגיל של קואופרטיב דלק העמק; המסמכים תואמים.
SOC-0094,2026-05-17T01:46:00Z,רשתות חברתיות,גבוהה,צפון משלוחים,L-204,תנועת דלק או אספקה חקלאית רגילה באזור צומת גולני
MAINT-0391,2026-05-17T01:48:00Z,יומן תחזוקה,נמוכה,עמק שירותי קירור,L-205,עדכון תפעולי רגיל של עמק שירותי קירור; המסמכים תואמים.
MOVE-0120,2026-05-17T01:55:00Z,חיישן תנועה,בינונית,א. לוי,L-201,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
CAM-0112,2026-05-17T01:56:00Z,מצלמת דרך,נמוכה,אופק מטענים,L-202,תנועה מסחרית רגילה ללא חריגה משמעותית
FIN-0416,2026-05-17T01:56:00Z,התראה פיננסית,גבוהה,נועה ברק,L-202,עדכון תפעולי רגיל של נועה ברק; המסמכים תואמים.
TEL-0248,2026-05-17T02:06:00Z,מטא-דאטה טלפוני,גבוהה,קואופרטיב דלק העמק,L-202,שרשרת תמימה BN-034: שיחת תיאום קצרה על חלון פריקה של MD-5033; פעילות לוגיסטית רגילה.
ACOU-0273,2026-05-17T02:07:00Z,חיישן אקוסטי,גבוהה,חברת אורנים,L-208,רישום מנהלי שגרתי עבור חברת אורנים; ללא דפוס המשך ברור.
CUST-0362,2026-05-17T02:08:00Z,רשומת מכס,נמוכה,גליל הובלות,L-206,בדיקת שירות שגרתית עבור גליל הובלות; לא נמצא מזהה משותף עם תרחישים אחרים.
CUST-0376,2026-05-17T02:08:00Z,רשומת מכס,נמוכה,לא ידוע,L-203,רישום מנהלי שגרתי עבור לא ידוע; ללא דפוס המשך ברור.
CUST-0481,2026-05-17T02:11:00Z,רשומת מכס,בינונית,צפון משלוחים,L-202,רישום מנהלי שגרתי עבור צפון משלוחים; ללא דפוס המשך ברור.
MOVE-0334,2026-05-17T02:11:00Z,חיישן תנועה,בינונית,חברת אורנים,L-206,בדיקת שירות שגרתית עבור חברת אורנים; לא נמצא מזהה משותף עם תרחישים אחרים.
SOC-0258,2026-05-17T02:14:00Z,רשתות חברתיות,גבוהה,יחידת תיאום מכס חיפה,L-207,שרשרת תמימה BN-033: דיווח מקומי על הגעת צינורות השקיה לאתר היעד; פעילות אזרחית.
FIN-0092,2026-05-17T02:15:00Z,התראה פיננסית,גבוהה,כרמל ציוד חקלאי,L-201,דיווח על עומס תנועה מקומי בשעות הערב
MOVE-0121,2026-05-17T02:19:00Z,חיישן תנועה,גבוהה,עמק שירותי קירור,L-201,פוסט מקומי על פעילות אזרחית באזור
SOC-0378,2026-05-17T02:22:00Z,רשתות חברתיות,נמוכה,נועה ברק,L-206,דיווח רקע על פעילות יומית באזור כביש גישה צדדי ליד בית שאן; ללא חריגה.
ACOU-0089,2026-05-17T02:23:00Z,חיישן אקוסטי,בינונית,לא ידוע,L-206,אירוע אזרחי או עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע למכולה OF-4482
FIN-0442,2026-05-17T02:23:00Z,התראה פיננסית,נמוכה,אורי לוי,L-203,רישום מנהלי שגרתי עבור אורי לוי; ללא דפוס המשך ברור.
CAM-0420,2026-05-17T02:24:00Z,מצלמת דרך,בינונית,נועה ברק,L-203,תנועה מסחרית רגילה באזור מעבר נהר הירדן; אין קשר ידוע ל-OF-4482.
SOC-0095,2026-05-17T02:24:00Z,רשתות חברתיות,בינונית,חוליית שעון חול,L-206,פוסט מקומי על פעילות אזרחית באזור
MAINT-0101,2026-05-17T02:28:00Z,יומן תחזוקה,בינונית,אופק מטענים,L-203,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
TEL-0344,2026-05-17T02:30:00Z,מטא-דאטה טלפוני,נמוכה,יחידת תיאום מכס חיפה,L-201,דיווח רקע על פעילות יומית באזור נמל חיפה; ללא חריגה.
FIN-0564,2026-05-17T02:33:00Z,התראה פיננסית,בינונית,עמק שירותי קירור,L-201,תנועה מסחרית רגילה באזור נמל חיפה; אין קשר ידוע ל-OF-4482.
MOVE-0324,2026-05-17T02:34:00Z,חיישן תנועה,בינונית,כרמל ציוד חקלאי,L-207,בדיקת שירות שגרתית עבור כרמל ציוד חקלאי; לא נמצא מזהה משותף עם תרחישים אחרים.
ACOU-0090,2026-05-17T02:37:00Z,חיישן אקוסטי,גבוהה,חברת אורנים,L-208,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
PORT-0262,2026-05-17T02:38:00Z,רשומת נמל,גבוהה,משרד סיוע מרחב,L-205,שרשרת תמימה BN-035: מכולה FR-5034 של ציוד קירור הגיעה לנקודת קליטה עם מסמכי משלוח תקינים; אין קשר ידוע ל-OF-4482.
CAM-0113,2026-05-17T02:42:00Z,מצלמת דרך,גבוהה,משרד סיוע מרחב,L-208,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
SOC-0096,2026-05-17T02:45:00Z,רשתות חברתיות,גבוהה,אופק מטענים,L-205,"אזכור כללי של משאבות חקלאיות, ללא מספר מכולה וללא קשר למחסן 11"
TEL-0101,2026-05-17T02:45:00Z,מטא-דאטה טלפוני,בינונית,כרמל ציוד חקלאי,L-204,עדכון תחזוקה שגרתי לציוד באתר
PORT-0085,2026-05-17T02:48:00Z,רשומת נמל,בינונית,קואופרטיב דלק העמק,L-202,אירוע אזרחי או עומס מקומי באזור מתחם מחסנים קישון; אין קשר ידוע למכולה OF-4482
MAINT-0254,2026-05-17T02:49:00Z,יומן תחזוקה,גבוהה,יחידת תיאום מכס חיפה,L-207,שרשרת תמימה BN-033: נרשם סיום פריקה של CL-5032 ובדיקת ציוד תקינה; אין קשר ידוע לאירוע הגבול.
MOVE-0399,2026-05-17T02:49:00Z,חיישן תנועה,בינונית,חברת אורנים,L-201,בדיקת שירות שגרתית עבור חברת אורנים; לא נמצא מזהה משותף עם תרחישים אחרים.
TEL-0297,2026-05-17T02:50:00Z,מטא-דאטה טלפוני,בינונית,גליל הובלות,L-206,עדכון תפעולי רגיל של גליל הובלות; המסמכים תואמים.
FIN-0325,2026-05-17T02:51:00Z,התראה פיננסית,גבוהה,עמק שירותי קירור,L-204,תנועה מסחרית רגילה באזור צומת גולני; אין קשר ידוע ל-OF-4482.
MOVE-0274,2026-05-17T02:51:00Z,חיישן תנועה,גבוהה,קואופרטיב דלק העמק,L-202,שרשרת תמימה BN-034: משאית מורשית יצאה עם MD-5033 לכיוון כביש גישה צדדי ליד בית שאן; תנועה מסחרית רגילה.
PORT-0086,2026-05-17T02:51:00Z,רשומת נמל,בינונית,אופק מטענים,L-201,קריאת חיישן חלשה שסווגה כרעש סביבתי
SOC-0097,2026-05-17T02:52:00Z,רשתות חברתיות,גבוהה,משרד סיוע מרחב,L-205,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
